battery_id,brand,type,capacity_ah,voltage,derating_factor,price_NGN
CWorth_12V_120Ah_4240,CWorth,Tubular,120.0,12.0,0.84,114113
Luminous_48V_60Ah_4241,Luminous,Gel,60.0,48.0,0.83,151442
Pylontech_48V_260Ah_4242,Pylontech,Tubular,260.0,48.0,0.82,598113
Multipower_48V_170Ah_4243,Multipower,Gel,170.0,48.0,0.84,116535
Multipower_12V_200Ah_4244,Multipower,AGM,200.0,12.0,0.83,107461
CWorth_48V_170Ah_4245,CWorth,AGM,170.0,48.0,0.84,111998
Multipower_12V_120Ah_4246,Multipower,Gel,120.0,12.0,0.83,70260
Techfine_12V_90Ah_4247,Techfine,Tubular,90.0,12.0,0.85,330745
Blue Carbon_48V_230Ah_4248,Blue Carbon,Gel,230.0,48.0,0.85,85270
Multipower_12V_240Ah_4249,Multipower,Tubular,240.0,12.0,0.83,149575
CWorth_12V_110Ah_4250,CWorth,Gel,110.0,12.0,0.84,53351
Multipower_24V_50Ah_4251,Multipower,AGM,50.0,24.0,0.82,118170
Luminous_12V_190Ah_4252,Luminous,AGM,190.0,12.0,0.82,310129
Felicity_24V_140Ah_4253,Felicity,Gel,140.0,24.0,0.83,134424
Techfine_48V_180Ah_4254,Techfine,AGM,180.0,48.0,0.82,367692
Multipower_12V_50Ah_4255,Multipower,Tubular,50.0,12.0,0.84,122188
Growatt_24V_250Ah_4256,Growatt,LiFePO4,250.0,24.0,0.83,280418
CWorth_24V_240Ah_4257,CWorth,Gel,240.0,24.0,0.85,148704
Exulted_24V_130Ah_4258,Exulted,Gel,130.0,24.0,0.84,432370
BSL_24V_260Ah_4259,BSL,Gel,260.0,24.0,0.82,234652
Felicity_48V_50Ah_4260,Felicity,Tubular,50.0,48.0,0.82,53242
Blue Carbon_48V_20Ah_4261,Blue Carbon,AGM,20.0,48.0,0.82,75764
Felicity_48V_140Ah_4262,Felicity,Tubular,140.0,48.0,0.83,91540
Felicity_48V_40Ah_4263,Felicity,Tubular,40.0,48.0,0.84,115516
Amaron Quanta_48V_50Ah_4264,Amaron Quanta,LiFePO4,50.0,48.0,0.84,402263
CWorth_48V_30Ah_4265,CWorth,Tubular,30.0,48.0,0.84,106940
Techfine_48V_170Ah_4266,Techfine,Tubular,170.0,48.0,0.82,167734
Growatt_48V_150Ah_4267,Growatt,Tubular,150.0,48.0,0.83,256613
Blue Carbon_48V_130Ah_4268,Blue Carbon,AGM,130.0,48.0,0.83,75507
Amaron Quanta_48V_170Ah_4269,Amaron Quanta,Tubular,170.0,48.0,0.83,716970
BSL_12V_260Ah_4270,BSL,LiFePO4,260.0,12.0,0.84,335327
Genus_12V_110Ah_4271,Genus,Tubular,110.0,12.0,0.85,495425
Pylontech_24V_100Ah_4272,Pylontech,AGM,100.0,24.0,0.83,522459
Techfine_24V_40Ah_4273,Techfine,Gel,40.0,24.0,0.85,257295
Genus_24V_150Ah_4274,Genus,AGM,150.0,24.0,0.83,475336
Pylontech_12V_160Ah_4275,Pylontech,LiFePO4,160.0,12.0,0.83,813059
Techfine_12V_210Ah_4276,Techfine,Gel,210.0,12.0,0.85,297492
Pylontech_12V_100Ah_4277,Pylontech,Tubular,100.0,12.0,0.84,429396
Blue Carbon_24V_200Ah_4278,Blue Carbon,AGM,200.0,24.0,0.82,137517
BSL_12V_260Ah_4279,BSL,Tubular,260.0,12.0,0.83,333014
BSL_24V_70Ah_4280,BSL,LiFePO4,70.0,24.0,0.85,379525
Growatt_12V_110Ah_4281,Growatt,AGM,110.0,12.0,0.85,184372
Luminous_12V_110Ah_4282,Luminous,LiFePO4,110.0,12.0,0.83,222083
Luminous_24V_40Ah_4283,Luminous,Tubular,40.0,24.0,0.85,215650
BYD_48V_160Ah_4284,BYD,LiFePO4,160.0,48.0,0.85,432654
Blue Carbon_12V_190Ah_4285,Blue Carbon,Gel,190.0,12.0,0.85,99384
Felicity_24V_100Ah_4286,Felicity,AGM,100.0,24.0,0.84,65680
Pylontech_12V_140Ah_4287,Pylontech,LiFePO4,140.0,12.0,0.84,759871
BSL_12V_160Ah_4288,BSL,AGM,160.0,12.0,0.84,384125
Multipower_24V_290Ah_4289,Multipower,AGM,290.0,24.0,0.82,77107
Techfine_12V_230Ah_4290,Techfine,LiFePO4,230.0,12.0,0.84,391694
Blue Carbon_12V_60Ah_4291,Blue Carbon,Gel,60.0,12.0,0.83,115250
Felicity_24V_40Ah_4292,Felicity,Gel,40.0,24.0,0.84,114107
Blue Carbon_48V_250Ah_4293,Blue Carbon,Tubular,250.0,48.0,0.84,73640
Growatt_48V_220Ah_4294,Growatt,Tubular,220.0,48.0,0.83,289687
BSL_24V_240Ah_4295,BSL,Tubular,240.0,24.0,0.84,301572
Techfine_48V_220Ah_4296,Techfine,Gel,220.0,48.0,0.84,350838
Growatt_12V_40Ah_4297,Growatt,AGM,40.0,12.0,0.84,319497
Amaron Quanta_12V_300Ah_4298,Amaron Quanta,Gel,300.0,12.0,0.84,810232
Luminous_24V_260Ah_4299,Luminous,Tubular,260.0,24.0,0.83,316593
Genus_48V_270Ah_4300,Genus,Tubular,270.0,48.0,0.84,662633
Techfine_12V_80Ah_4301,Techfine,Tubular,80.0,12.0,0.84,260610
BSL_48V_250Ah_4302,BSL,AGM,250.0,48.0,0.84,351346
Multipower_48V_70Ah_4303,Multipower,Gel,70.0,48.0,0.85,97359
Blue Carbon_48V_200Ah_4304,Blue Carbon,Gel,200.0,48.0,0.85,61142
Felicity_12V_290Ah_4305,Felicity,LiFePO4,290.0,12.0,0.82,54764
Amaron Quanta_24V_40Ah_4306,Amaron Quanta,Tubular,40.0,24.0,0.82,467588
Luminous_24V_300Ah_4307,Luminous,Gel,300.0,24.0,0.85,218350
BSL_12V_290Ah_4308,BSL,Gel,290.0,12.0,0.83,240897
Multipower_24V_170Ah_4309,Multipower,LiFePO4,170.0,24.0,0.84,111807
Techfine_24V_160Ah_4310,Techfine,LiFePO4,160.0,24.0,0.82,206535
Luminous_24V_170Ah_4311,Luminous,Tubular,170.0,24.0,0.83,375749
Luminous_24V_120Ah_4312,Luminous,LiFePO4,120.0,24.0,0.83,311478
Luminous_48V_100Ah_4313,Luminous,Tubular,100.0,48.0,0.84,157559
Multipower_48V_240Ah_4314,Multipower,AGM,240.0,48.0,0.83,116073
Amaron Quanta_48V_130Ah_4315,Amaron Quanta,AGM,130.0,48.0,0.82,694920
Luminous_48V_180Ah_4316,Luminous,LiFePO4,180.0,48.0,0.83,192130
Exulted_24V_210Ah_4317,Exulted,Gel,210.0,24.0,0.82,797293
Growatt_12V_290Ah_4318,Growatt,Tubular,290.0,12.0,0.82,290706
Amaron Quanta_12V_170Ah_4319,Amaron Quanta,LiFePO4,170.0,12.0,0.82,473443
Techfine_48V_250Ah_4320,Techfine,LiFePO4,250.0,48.0,0.84,362460
Multipower_48V_260Ah_4321,Multipower,Gel,260.0,48.0,0.84,54067
Felicity_12V_130Ah_4322,Felicity,LiFePO4,130.0,12.0,0.82,74530
Techfine_48V_280Ah_4323,Techfine,AGM,280.0,48.0,0.83,212682
Genus_48V_250Ah_4324,Genus,Gel,250.0,48.0,0.82,443472
Felicity_24V_150Ah_4325,Felicity,Gel,150.0,24.0,0.83,50219
Exulted_12V_130Ah_4326,Exulted,Gel,130.0,12.0,0.85,748491
CWorth_24V_250Ah_4327,CWorth,AGM,250.0,24.0,0.83,112122
CWorth_48V_300Ah_4328,CWorth,LiFePO4,300.0,48.0,0.85,57584
Luminous_24V_270Ah_4329,Luminous,AGM,270.0,24.0,0.82,235239
Blue Carbon_48V_260Ah_4330,Blue Carbon,Tubular,260.0,48.0,0.85,143180
Techfine_24V_40Ah_4331,Techfine,Gel,40.0,24.0,0.84,379818
Amaron Quanta_48V_110Ah_4332,Amaron Quanta,LiFePO4,110.0,48.0,0.85,715799
Blue Carbon_48V_250Ah_4333,Blue Carbon,LiFePO4,250.0,48.0,0.83,57308
Luminous_48V_20Ah_4334,Luminous,Gel,20.0,48.0,0.83,178437
Growatt_12V_240Ah_4335,Growatt,AGM,240.0,12.0,0.83,242181
Felicity_48V_180Ah_4336,Felicity,AGM,180.0,48.0,0.83,112164
Techfine_12V_160Ah_4337,Techfine,LiFePO4,160.0,12.0,0.84,163740
CWorth_48V_130Ah_4338,CWorth,AGM,130.0,48.0,0.85,108672
Techfine_24V_190Ah_4339,Techfine,Gel,190.0,24.0,0.83,387750
Growatt_48V_210Ah_4340,Growatt,Tubular,210.0,48.0,0.83,284937
CWorth_12V_50Ah_4341,CWorth,Tubular,50.0,12.0,0.83,145558
Luminous_48V_190Ah_4342,Luminous,LiFePO4,190.0,48.0,0.83,322197
Growatt_24V_40Ah_4343,Growatt,Gel,40.0,24.0,0.83,161964
BSL_12V_280Ah_4344,BSL,LiFePO4,280.0,12.0,0.85,155861
Pylontech_12V_150Ah_4345,Pylontech,Tubular,150.0,12.0,0.83,709969
Multipower_12V_60Ah_4346,Multipower,Tubular,60.0,12.0,0.84,141550
Luminous_12V_30Ah_4347,Luminous,Tubular,30.0,12.0,0.84,240314
Multipower_48V_210Ah_4348,Multipower,LiFePO4,210.0,48.0,0.83,58897
BSL_48V_210Ah_4349,BSL,Gel,210.0,48.0,0.83,242118
Growatt_12V_140Ah_4350,Growatt,AGM,140.0,12.0,0.83,221417
Multipower_12V_270Ah_4351,Multipower,Gel,270.0,12.0,0.82,114976
Techfine_24V_80Ah_4352,Techfine,AGM,80.0,24.0,0.84,193903
Multipower_24V_290Ah_4353,Multipower,LiFePO4,290.0,24.0,0.82,116811
Multipower_24V_40Ah_4354,Multipower,Tubular,40.0,24.0,0.85,112604
CWorth_24V_220Ah_4355,CWorth,AGM,220.0,24.0,0.83,59268
Felicity_12V_180Ah_4356,Felicity,LiFePO4,180.0,12.0,0.83,105388
Genus_12V_300Ah_4357,Genus,AGM,300.0,12.0,0.84,637067
CWorth_24V_180Ah_4358,CWorth,LiFePO4,180.0,24.0,0.84,68751
Growatt_12V_70Ah_4359,Growatt,Tubular,70.0,12.0,0.83,312364
Pylontech_48V_300Ah_4360,Pylontech,Tubular,300.0,48.0,0.84,871746
Growatt_48V_100Ah_4361,Growatt,Gel,100.0,48.0,0.83,209309
Felicity_48V_50Ah_4362,Felicity,Gel,50.0,48.0,0.84,115976
Blue Carbon_24V_160Ah_4363,Blue Carbon,Gel,160.0,24.0,0.84,78691
Luminous_24V_90Ah_4364,Luminous,AGM,90.0,24.0,0.83,244074
Felicity_24V_120Ah_4365,Felicity,Gel,120.0,24.0,0.84,134136
Growatt_48V_50Ah_4366,Growatt,Tubular,50.0,48.0,0.83,337893
CWorth_48V_180Ah_4367,CWorth,Tubular,180.0,48.0,0.85,68652
Techfine_24V_240Ah_4368,Techfine,Gel,240.0,24.0,0.82,218533
Growatt_24V_160Ah_4369,Growatt,Gel,160.0,24.0,0.85,343217
Techfine_24V_30Ah_4370,Techfine,AGM,30.0,24.0,0.85,329275
Genus_24V_150Ah_4371,Genus,Gel,150.0,24.0,0.84,832485
Felicity_12V_290Ah_4372,Felicity,LiFePO4,290.0,12.0,0.84,79980
CWorth_12V_180Ah_4373,CWorth,Gel,180.0,12.0,0.82,104109
Luminous_48V_160Ah_4374,Luminous,Gel,160.0,48.0,0.83,346251
Luminous_48V_220Ah_4375,Luminous,LiFePO4,220.0,48.0,0.85,181079
Pylontech_12V_100Ah_4376,Pylontech,LiFePO4,100.0,12.0,0.82,613686
Blue Carbon_24V_120Ah_4377,Blue Carbon,AGM,120.0,24.0,0.83,120990
BSL_12V_110Ah_4378,BSL,Tubular,110.0,12.0,0.85,364555
Felicity_24V_120Ah_4379,Felicity,Gel,120.0,24.0,0.83,56253
BSL_12V_70Ah_4380,BSL,Gel,70.0,12.0,0.85,250583
Multipower_24V_300Ah_4381,Multipower,Tubular,300.0,24.0,0.82,62202
Luminous_48V_40Ah_4382,Luminous,AGM,40.0,48.0,0.83,239434
Growatt_48V_160Ah_4383,Growatt,LiFePO4,160.0,48.0,0.84,177560
Techfine_48V_50Ah_4384,Techfine,LiFePO4,50.0,48.0,0.82,316954
Techfine_48V_200Ah_4385,Techfine,Gel,200.0,48.0,0.84,343499
Blue Carbon_24V_230Ah_4386,Blue Carbon,LiFePO4,230.0,24.0,0.84,119429
Growatt_12V_280Ah_4387,Growatt,AGM,280.0,12.0,0.83,348300
Blue Carbon_48V_250Ah_4388,Blue Carbon,Tubular,250.0,48.0,0.83,143073
Felicity_24V_170Ah_4389,Felicity,LiFePO4,170.0,24.0,0.83,96796
CWorth_12V_70Ah_4390,CWorth,AGM,70.0,12.0,0.85,106128
Growatt_24V_60Ah_4391,Growatt,Tubular,60.0,24.0,0.82,293981
Techfine_12V_280Ah_4392,Techfine,LiFePO4,280.0,12.0,0.82,229859
BYD_48V_130Ah_4393,BYD,Tubular,130.0,48.0,0.82,753624
Multipower_24V_50Ah_4394,Multipower,LiFePO4,50.0,24.0,0.84,65531
Techfine_24V_60Ah_4395,Techfine,LiFePO4,60.0,24.0,0.83,161449
Felicity_48V_140Ah_4396,Felicity,Tubular,140.0,48.0,0.84,75399
Felicity_12V_160Ah_4397,Felicity,Tubular,160.0,12.0,0.83,67386
Growatt_12V_140Ah_4398,Growatt,LiFePO4,140.0,12.0,0.85,253817
Blue Carbon_24V_290Ah_4399,Blue Carbon,LiFePO4,290.0,24.0,0.82,104689
Techfine_24V_110Ah_4400,Techfine,LiFePO4,110.0,24.0,0.84,301716
Felicity_12V_240Ah_4401,Felicity,Gel,240.0,12.0,0.83,117991
Multipower_48V_280Ah_4402,Multipower,AGM,280.0,48.0,0.84,115183
CWorth_48V_250Ah_4403,CWorth,AGM,250.0,48.0,0.83,131118
Growatt_24V_50Ah_4404,Growatt,Gel,50.0,24.0,0.85,257267
BSL_12V_170Ah_4405,BSL,Gel,170.0,12.0,0.85,202175
Blue Carbon_24V_250Ah_4406,Blue Carbon,LiFePO4,250.0,24.0,0.82,139155
Luminous_24V_160Ah_4407,Luminous,LiFePO4,160.0,24.0,0.83,243291
Genus_24V_170Ah_4408,Genus,AGM,170.0,24.0,0.85,877650
Felicity_12V_300Ah_4409,Felicity,LiFePO4,300.0,12.0,0.83,141743
Multipower_48V_160Ah_4410,Multipower,Gel,160.0,48.0,0.83,80190
BYD_48V_70Ah_4411,BYD,Gel,70.0,48.0,0.82,798583
Multipower_24V_90Ah_4412,Multipower,AGM,90.0,24.0,0.82,141210
CWorth_12V_150Ah_4413,CWorth,AGM,150.0,12.0,0.85,137838
BYD_48V_140Ah_4414,BYD,LiFePO4,140.0,48.0,0.84,410457
Blue Carbon_24V_20Ah_4415,Blue Carbon,AGM,20.0,24.0,0.83,79282
Growatt_24V_110Ah_4416,Growatt,LiFePO4,110.0,24.0,0.85,249645
Multipower_12V_150Ah_4417,Multipower,LiFePO4,150.0,12.0,0.85,99706
Pylontech_24V_140Ah_4418,Pylontech,LiFePO4,140.0,24.0,0.83,784756
BYD_48V_160Ah_4419,BYD,AGM,160.0,48.0,0.83,847816
Exulted_24V_250Ah_4420,Exulted,Tubular,250.0,24.0,0.82,833160
Growatt_48V_240Ah_4421,Growatt,Tubular,240.0,48.0,0.84,235110
BSL_12V_270Ah_4422,BSL,Gel,270.0,12.0,0.84,333467
Multipower_12V_80Ah_4423,Multipower,AGM,80.0,12.0,0.82,146291
Luminous_48V_200Ah_4424,Luminous,AGM,200.0,48.0,0.83,281110
Genus_24V_150Ah_4425,Genus,AGM,150.0,24.0,0.82,874989
Multipower_12V_90Ah_4426,Multipower,LiFePO4,90.0,12.0,0.82,58049
Luminous_48V_120Ah_4427,Luminous,AGM,120.0,48.0,0.85,351668
CWorth_12V_70Ah_4428,CWorth,Tubular,70.0,12.0,0.84,95178
Techfine_12V_280Ah_4429,Techfine,LiFePO4,280.0,12.0,0.85,169970
Pylontech_12V_240Ah_4430,Pylontech,Gel,240.0,12.0,0.83,769205
Luminous_12V_110Ah_4431,Luminous,AGM,110.0,12.0,0.85,227271
Felicity_48V_30Ah_4432,Felicity,LiFePO4,30.0,48.0,0.85,97445
Blue Carbon_12V_100Ah_4433,Blue Carbon,AGM,100.0,12.0,0.83,56247
Growatt_12V_100Ah_4434,Growatt,LiFePO4,100.0,12.0,0.85,282788
CWorth_24V_270Ah_4435,CWorth,Gel,270.0,24.0,0.84,74428
Multipower_48V_170Ah_4436,Multipower,LiFePO4,170.0,48.0,0.84,70342
Multipower_24V_160Ah_4437,Multipower,AGM,160.0,24.0,0.82,99215
Techfine_12V_120Ah_4438,Techfine,AGM,120.0,12.0,0.83,167668
Growatt_48V_90Ah_4439,Growatt,LiFePO4,90.0,48.0,0.84,323091
CWorth_24V_180Ah_4440,CWorth,Tubular,180.0,24.0,0.82,109315
BYD_24V_230Ah_4441,BYD,Tubular,230.0,24.0,0.83,562523
Growatt_48V_230Ah_4442,Growatt,Gel,230.0,48.0,0.84,188165
Growatt_48V_300Ah_4443,Growatt,Tubular,300.0,48.0,0.83,227816
Pylontech_12V_90Ah_4444,Pylontech,Gel,90.0,12.0,0.85,636454
Luminous_24V_250Ah_4445,Luminous,LiFePO4,250.0,24.0,0.83,331030
Multipower_12V_290Ah_4446,Multipower,Gel,290.0,12.0,0.84,80336
CWorth_48V_180Ah_4447,CWorth,Tubular,180.0,48.0,0.84,82866
Growatt_48V_120Ah_4448,Growatt,Tubular,120.0,48.0,0.85,181510
CWorth_24V_110Ah_4449,CWorth,Gel,110.0,24.0,0.83,85770
Felicity_12V_130Ah_4450,Felicity,Gel,130.0,12.0,0.82,119848
Felicity_48V_100Ah_4451,Felicity,Gel,100.0,48.0,0.83,73359
CWorth_12V_230Ah_4452,CWorth,LiFePO4,230.0,12.0,0.83,135975
Luminous_12V_170Ah_4453,Luminous,Tubular,170.0,12.0,0.83,253049
Multipower_48V_260Ah_4454,Multipower,Gel,260.0,48.0,0.84,95060
Felicity_24V_270Ah_4455,Felicity,AGM,270.0,24.0,0.83,114191
BSL_48V_190Ah_4456,BSL,Tubular,190.0,48.0,0.83,344644
Felicity_48V_90Ah_4457,Felicity,AGM,90.0,48.0,0.85,59657
Felicity_24V_210Ah_4458,Felicity,LiFePO4,210.0,24.0,0.84,125962
BYD_12V_20Ah_4459,BYD,Tubular,20.0,12.0,0.85,479728
Felicity_24V_100Ah_4460,Felicity,LiFePO4,100.0,24.0,0.82,51672
Techfine_48V_280Ah_4461,Techfine,Gel,280.0,48.0,0.85,203022
BSL_24V_190Ah_4462,BSL,Gel,190.0,24.0,0.85,389253
Multipower_24V_220Ah_4463,Multipower,AGM,220.0,24.0,0.82,74344
Felicity_24V_120Ah_4464,Felicity,Tubular,120.0,24.0,0.84,79468
CWorth_12V_270Ah_4465,CWorth,AGM,270.0,12.0,0.83,104137
BSL_48V_250Ah_4466,BSL,AGM,250.0,48.0,0.84,181720
Multipower_12V_100Ah_4467,Multipower,Gel,100.0,12.0,0.84,64105
Techfine_12V_240Ah_4468,Techfine,LiFePO4,240.0,12.0,0.85,339356
Growatt_12V_170Ah_4469,Growatt,LiFePO4,170.0,12.0,0.83,308570
Luminous_24V_240Ah_4470,Luminous,Tubular,240.0,24.0,0.83,301541
Luminous_12V_190Ah_4471,Luminous,Tubular,190.0,12.0,0.83,270547
CWorth_12V_40Ah_4472,CWorth,Tubular,40.0,12.0,0.83,94414
BSL_12V_160Ah_4473,BSL,Gel,160.0,12.0,0.85,177961
Pylontech_12V_190Ah_4474,Pylontech,Gel,190.0,12.0,0.83,620533
Growatt_48V_300Ah_4475,Growatt,AGM,300.0,48.0,0.84,275027
Techfine_24V_200Ah_4476,Techfine,LiFePO4,200.0,24.0,0.82,235134
Luminous_48V_290Ah_4477,Luminous,AGM,290.0,48.0,0.83,166469
Multipower_24V_180Ah_4478,Multipower,Tubular,180.0,24.0,0.85,50636
Luminous_12V_170Ah_4479,Luminous,Tubular,170.0,12.0,0.83,384147
Multipower_48V_70Ah_4480,Multipower,Tubular,70.0,48.0,0.84,124777
Felicity_12V_60Ah_4481,Felicity,LiFePO4,60.0,12.0,0.84,63678
Multipower_12V_170Ah_4482,Multipower,LiFePO4,170.0,12.0,0.83,129995
BYD_48V_250Ah_4483,BYD,LiFePO4,250.0,48.0,0.83,722758
Amaron Quanta_48V_260Ah_4484,Amaron Quanta,AGM,260.0,48.0,0.84,711591
Growatt_12V_50Ah_4485,Growatt,LiFePO4,50.0,12.0,0.84,233550
Luminous_12V_200Ah_4486,Luminous,Gel,200.0,12.0,0.82,194760
Pylontech_24V_50Ah_4487,Pylontech,LiFePO4,50.0,24.0,0.83,783560
Genus_24V_160Ah_4488,Genus,Tubular,160.0,24.0,0.85,735931
Growatt_12V_170Ah_4489,Growatt,Gel,170.0,12.0,0.83,313652
Multipower_24V_200Ah_4490,Multipower,Gel,200.0,24.0,0.82,66691
Felicity_12V_130Ah_4491,Felicity,Tubular,130.0,12.0,0.85,92863
Techfine_24V_170Ah_4492,Techfine,Tubular,170.0,24.0,0.84,332666
Luminous_48V_160Ah_4493,Luminous,AGM,160.0,48.0,0.85,210779
Blue Carbon_12V_220Ah_4494,Blue Carbon,AGM,220.0,12.0,0.84,101188
Growatt_12V_160Ah_4495,Growatt,Tubular,160.0,12.0,0.84,317756
Genus_24V_170Ah_4496,Genus,Tubular,170.0,24.0,0.83,745001
CWorth_12V_120Ah_4497,CWorth,Tubular,120.0,12.0,0.83,92604
Blue Carbon_48V_260Ah_4498,Blue Carbon,Tubular,260.0,48.0,0.82,146059
Amaron Quanta_24V_250Ah_4499,Amaron Quanta,Gel,250.0,24.0,0.84,832570
CWorth_12V_50Ah_4500,CWorth,LiFePO4,50.0,12.0,0.83,59088
Felicity_12V_130Ah_4501,Felicity,LiFePO4,130.0,12.0,0.84,81651
Felicity_24V_150Ah_4502,Felicity,Gel,150.0,24.0,0.83,60252
BSL_12V_40Ah_4503,BSL,LiFePO4,40.0,12.0,0.85,390857
Genus_48V_220Ah_4504,Genus,LiFePO4,220.0,48.0,0.84,761878
CWorth_12V_240Ah_4505,CWorth,LiFePO4,240.0,12.0,0.82,106348
Amaron Quanta_48V_160Ah_4506,Amaron Quanta,Tubular,160.0,48.0,0.84,793525
Techfine_48V_160Ah_4507,Techfine,LiFePO4,160.0,48.0,0.84,156255
Luminous_12V_90Ah_4508,Luminous,Gel,90.0,12.0,0.83,319913
Growatt_24V_250Ah_4509,Growatt,AGM,250.0,24.0,0.84,378292
Luminous_48V_100Ah_4510,Luminous,LiFePO4,100.0,48.0,0.83,188538
Felicity_48V_90Ah_4511,Felicity,Tubular,90.0,48.0,0.83,53753
CWorth_48V_110Ah_4512,CWorth,AGM,110.0,48.0,0.84,97966
Luminous_48V_230Ah_4513,Luminous,Tubular,230.0,48.0,0.82,197733
CWorth_24V_170Ah_4514,CWorth,Tubular,170.0,24.0,0.83,51168
Techfine_24V_30Ah_4515,Techfine,LiFePO4,30.0,24.0,0.85,262691
Blue Carbon_48V_90Ah_4516,Blue Carbon,Gel,90.0,48.0,0.83,96436
Multipower_24V_170Ah_4517,Multipower,LiFePO4,170.0,24.0,0.84,135578
Genus_12V_300Ah_4518,Genus,Gel,300.0,12.0,0.84,685448
Techfine_12V_280Ah_4519,Techfine,Gel,280.0,12.0,0.83,348257
Pylontech_12V_50Ah_4520,Pylontech,LiFePO4,50.0,12.0,0.85,411352
Genus_24V_100Ah_4521,Genus,Gel,100.0,24.0,0.82,754157
Blue Carbon_12V_260Ah_4522,Blue Carbon,Tubular,260.0,12.0,0.83,72193
Luminous_24V_60Ah_4523,Luminous,Tubular,60.0,24.0,0.84,298200
Exulted_48V_160Ah_4524,Exulted,AGM,160.0,48.0,0.83,644846
Multipower_48V_230Ah_4525,Multipower,LiFePO4,230.0,48.0,0.83,77643
Techfine_24V_90Ah_4526,Techfine,LiFePO4,90.0,24.0,0.83,345752
Pylontech_48V_90Ah_4527,Pylontech,Tubular,90.0,48.0,0.83,537516
Growatt_24V_20Ah_4528,Growatt,AGM,20.0,24.0,0.84,195876
Felicity_48V_240Ah_4529,Felicity,LiFePO4,240.0,48.0,0.82,84500
BSL_24V_170Ah_4530,BSL,Tubular,170.0,24.0,0.83,364816
Exulted_48V_230Ah_4531,Exulted,LiFePO4,230.0,48.0,0.84,744566
BSL_24V_280Ah_4532,BSL,Tubular,280.0,24.0,0.85,309124
Genus_12V_210Ah_4533,Genus,LiFePO4,210.0,12.0,0.85,687761
Felicity_12V_30Ah_4534,Felicity,Gel,30.0,12.0,0.83,89226
Luminous_24V_70Ah_4535,Luminous,AGM,70.0,24.0,0.82,312578
Multipower_24V_180Ah_4536,Multipower,AGM,180.0,24.0,0.85,123766
Pylontech_12V_130Ah_4537,Pylontech,LiFePO4,130.0,12.0,0.85,733467
Amaron Quanta_12V_190Ah_4538,Amaron Quanta,Tubular,190.0,12.0,0.84,875556
Blue Carbon_24V_220Ah_4539,Blue Carbon,AGM,220.0,24.0,0.82,123819
CWorth_48V_250Ah_4540,CWorth,Gel,250.0,48.0,0.83,80115
Luminous_48V_50Ah_4541,Luminous,Gel,50.0,48.0,0.84,184069
Multipower_24V_290Ah_4542,Multipower,Gel,290.0,24.0,0.84,98851
Felicity_24V_40Ah_4543,Felicity,AGM,40.0,24.0,0.84,79299
BSL_48V_150Ah_4544,BSL,LiFePO4,150.0,48.0,0.85,172518
Growatt_24V_130Ah_4545,Growatt,AGM,130.0,24.0,0.84,262815
Multipower_48V_300Ah_4546,Multipower,Tubular,300.0,48.0,0.82,82930
Techfine_48V_50Ah_4547,Techfine,LiFePO4,50.0,48.0,0.83,203864
Techfine_48V_280Ah_4548,Techfine,AGM,280.0,48.0,0.83,331060
Blue Carbon_48V_160Ah_4549,Blue Carbon,Gel,160.0,48.0,0.85,108702
Pylontech_12V_40Ah_4550,Pylontech,LiFePO4,40.0,12.0,0.84,766726
CWorth_24V_180Ah_4551,CWorth,AGM,180.0,24.0,0.82,90484
CWorth_12V_80Ah_4552,CWorth,Tubular,80.0,12.0,0.84,60176
Techfine_12V_180Ah_4553,Techfine,Gel,180.0,12.0,0.84,212833
Blue Carbon_12V_30Ah_4554,Blue Carbon,Gel,30.0,12.0,0.83,97272
Techfine_48V_180Ah_4555,Techfine,Gel,180.0,48.0,0.84,304215
Exulted_24V_170Ah_4556,Exulted,LiFePO4,170.0,24.0,0.84,509645
Felicity_24V_130Ah_4557,Felicity,LiFePO4,130.0,24.0,0.83,128956
Pylontech_12V_280Ah_4558,Pylontech,Tubular,280.0,12.0,0.84,894949
Blue Carbon_24V_200Ah_4559,Blue Carbon,Gel,200.0,24.0,0.82,105725
Techfine_12V_220Ah_4560,Techfine,LiFePO4,220.0,12.0,0.85,226830
Blue Carbon_48V_190Ah_4561,Blue Carbon,LiFePO4,190.0,48.0,0.84,65715
Felicity_48V_150Ah_4562,Felicity,Tubular,150.0,48.0,0.83,74242
Luminous_48V_100Ah_4563,Luminous,AGM,100.0,48.0,0.82,235129
Blue Carbon_24V_160Ah_4564,Blue Carbon,LiFePO4,160.0,24.0,0.84,73856
Multipower_48V_80Ah_4565,Multipower,AGM,80.0,48.0,0.85,133972
BYD_24V_220Ah_4566,BYD,Tubular,220.0,24.0,0.84,436415
CWorth_24V_240Ah_4567,CWorth,AGM,240.0,24.0,0.84,132832
Exulted_24V_20Ah_4568,Exulted,LiFePO4,20.0,24.0,0.84,752945
BSL_24V_240Ah_4569,BSL,AGM,240.0,24.0,0.84,348109
Felicity_12V_30Ah_4570,Felicity,AGM,30.0,12.0,0.82,99421
Blue Carbon_48V_230Ah_4571,Blue Carbon,Tubular,230.0,48.0,0.84,57232
Growatt_12V_180Ah_4572,Growatt,AGM,180.0,12.0,0.83,334858
Exulted_12V_100Ah_4573,Exulted,Gel,100.0,12.0,0.83,487919
BYD_12V_210Ah_4574,BYD,Gel,210.0,12.0,0.85,799125
